start,end,today,sectionA/source_type,sectionA/inspection_date,sectionA/inspecting_agency,sectionA/new_inspectig_agency,sectionA/inspected_by,sectionA/district_regions,sectionA/district,sectionA/settlement_name,sectionA/settlement_distance,sectionA/establishing_agency,sectionA/new_establishing_agency,sectionA/establishing_date,sectionA/source_name,sectionA/source_gpspoint,sectionA/_source_gpspoint_latitude,sectionA/_source_gpspoint_longitude,sectionA/_source_gpspoint_altitude,sectionA/_source_gpspoint_precision,sectionA/gps_unit,sectionA/source_north,sectionA/source_east,sectionA/sources_cluster,sectionA/water_use_type,sectionA/water_use_type/rural,sectionA/water_use_type/urban,sectionA/water_source_photo,sectionB/permanent,sectionB/months_used,sectionB/functioning,sectionB/reason_for_non_functioning,sectionB/use_human,sectionB/use_camel,sectionB/use_cattle,sectionB/use_shoats,sectionB/use_agricultural,sectionC/bh_depth,sectionC/casing_type,sectionC/casing_size,sectionC/bh_static_level,sectionC/bh_yield,sectionC/bh_operating_hours,sectionC/bh_draw_down,sectionC/bh_recovery_time,sectionC/dw_depth,sectionC/dw_static_level,sectionC/dw_well_protection,sectionC/dw_yield,sectionC/dw_operating_hours,sectionC/dw_draw_down,sectionC/recovery_time,sectionC/dam_depth,sectionC/dam_length,sectionC/dam_width,sectionC/berkad_depth,sectionC/berkad_length,sectionC/berkad_width,sectionC/spring_protected,sectionC/cumulative_discharge_rate,sectionC/other_depth,sectionC/other_length,sectionC/other_width,sectionC/other_source_yield,sectionC/source_protected,sectionD/reservoir_type,sectionD/reservoir_capacity,sectionD/pipeline_type,sectionD/pipeline_length,sectionD/household_connections,sectionD/water_points_kiosks,sectionD/animal_troughs,sectionD/water_trucking,sectionD/number_of_trucks,sectionD/capacity_of_trucks,sectionD/pump_type,sectionD/pump_model,sectionD/pump_capacity,sectionD/pump_level,sectionD/source_of_power,sectionD/generator_type,sectionD/generator_capacity,sectionD/solar_type,sectionD/solar_capacity,sectionD/supply_system_condition,sectionD/supply_condition_description,sectionE/physical_wq_issues,sectionE/color_odor_smell_description,sectionE/temperature,sectionE/pH,sectionE/ec25,sectionE/tds,sectionE/water_sample_for_additional_analysis,sectionF/management_type,sectionF/WSC,sectionF/WSC_establishment_date,sectionF/WSC_male_members,sectionF/WSC_female_members,sectionF/users_charged_for_water,sectionF/water_cost_human,sectionF/animals_charged_for_water,sectionF/water_cost_camel,sectionF/water_cost_cattle,sectionF/water_cost_sheep_goats,sectionF/operator_name,sectionF/operator_contact,sectionG/intervention_agency,sectionG/new_intervening_agency,sectionG/intervention_description,sectionG/intervention_date,sectionG/currently_required_intervention,Currently Intervention_description Comments,Distance to the Settlement,GPS Coordinates,Water Usage Type,BH Depth,Casing Size,BH depth/SWL,Permanent/moths used,Kiosks,"BH yield, Operating Hrs, and number of water trucks filled",BH dept vs Pump Level,Reservoir capacity,User/Human,User/Agricultural,EC,Water_cost_camel,Water_cost_sheep_goats
2022-02-22T11:52:52.810+03:00,2022-03-27T10:45:25.802+03:00,2022-02-22,borehole,2022-02-22,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Qardho,Yakayaka,3,United Nations Children's Fund,,2021-12-28,Yakayaka borehole,9.2174467 49.1000864 720.1999999999999 4.4,9.2174467,49.1000864,720.2,4.4,no,,,1,,,,http://classic.ona.io/api/v1/files/25759496?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1648366968745.jpg,yes,,no,"29/Dec/2021
New borehole
No accessories such as storage tank, pipe lines, animal troughs.",,,,,,400,pvc,8,168,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The piplines are Not yet installed  
Water tank is still under construction",yes,Yellowish color and there is odor that smells like rotten egg.,,,,,,Communal,no,,,,,,,,,,Maxamed siciid maxamuud,907627320,,,,,1. The to be investigated and determined if its suitable for human consumption.,,,,Water Usage type (urban/rural) is not indicated,,,,,,,,,,,Why was water quality not checked?,,
2022-02-23T09:40:46.915+03:00,2022-03-03T10:14:38.857+03:00,2022-02-23,borehole,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Qardho,Xingood,0.5,Kuwait Government,,2014-01-22,Warshada borehole,9.4960275 49.0788282 719.5 5.0,9.4960275,49.0788282,719.5,5,no,,,9,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25088932?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646290955555.jpg,yes,,yes,,6000,700,,3500,,281,pvc,8,170,16,20,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,,1000,1,,yes,8,9,Submersible Pump,Lawara,,241,Hybrid - Solar/Generator,Perkins,55,SZYL-M330-36,27.7,good,"This borehole suppy water to Qardho city, so we can not able to determine the pipe line length.",no,,30,6.5,2240,1120,,Private-Public-Partnership,,,,,yes,0.026,yes,0.15,,0.5,Hodman Water company,907738466,Norwegian Refugee Council,,Replacement of main raising pipes and submersible pump.,2020-08-03,"Replacement of main raising pipe and submersible pump.
Construction of wall fencing.
Construction of animal troughs.",,,,,,,,,,,,,,,,,
2022-02-23T10:14:49.133+03:00,2022-03-03T10:52:14.468+03:00,2022-02-23,borehole,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Qardho,Kubo,1,Islamic Development Bank,,2004-05-23,Kubo borehole,9.4938824 49.0646935 727.6 4.84,9.4938824,49.0646935,727.6,4.84,no,,,9,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25089145?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646292492888.jpg,yes,,yes,,6000,1000,,4500,,350,pvc,8,160,15,20,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,8,Galvanised Steel,,1000,1,2,yes,9,10,Submersible Pump,Lawara,,196,Hybrid - Solar/Generator,Perkins ,65,SZYL-M330-36,25.7,good,"This borehole gives water to the Qardho District, so we can't determine number of pipe lines.
This borehole and  four otherboreholes share 150 meter cubic elevated water tank.",no,,34,6.35,2900,1390,,Private-Public-Partnership,,,,,yes,0.026,yes,0.15,,0.5,Hodman water company ,907738466,Danish Refugee Council (Puntland),,Replacement of main raising pipes and submersible pump.,2020-05-24,"Replacement of main raising pipes and other submersible pump.
Construction of wall fencing.
",,,,,,,,,,,,,,,,,
2022-02-23T11:00:54.152+03:00,2022-03-03T11:17:51.192+03:00,2022-02-23,borehole,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Qardho,Aada,2,Norwegian Refugee Council,,2020-03-23,Aada 1,9.4871156 49.0677047 699.7 4.34,9.4871156,49.0677047,699.7,4.34,no,,,9,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25089441?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646294460809.jpg,yes,,yes,,3000,500,,4000,,230,pvc,8,120,11,20,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,,500,1,2,yes,10,9,Submersible Pump,Lawara,,180,Hybrid - Solar/Generator,Perkin,45,SZYL-M330-36,25.7,good,"This borehole gives water to the Qardho city, so we can not determine exactly  number of pipe lines
This borehole and four other boreholes distribute water to the one elevated water tank which has a volume of 150 meter cubic",no,,28,6.7,1250,630,,Private-Public-Partnership,,,,,yes,0.026,yes,0.15,,0.5,Hodman water company.,907738466,Danish Refugee Council (Puntland),,"Replacement of main raising pipes and submersible pump 
Supplied if generator.",2020-08-03,"Replacement of main raising pipes and submersible pump
Replacement of electric cable which connect generator and pump.",,,,,,,,,,,,,,,,,
2022-02-23T09:24:18.774+03:00,2022-03-03T09:53:36.586+03:00,2022-02-23,borehole,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Yusuf Salad,bari,Qardho,Xingood,0.3,United Nations Children's Fund,,2006-11-23,Xingood borehole,9.4977672 49.0827074 702.3000000000001 4.82,9.4977672,49.0827074,702.3,4.82,no,,,9,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25088705?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646288522842.jpg,yes,,yes,,6000,800,,2000,,286,pvc,8,180,8,20,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,16,Galvanised Steel,,1000,1,2,yes,10,10,Submersible Pump,Lawara,,220,Hybrid - Solar/Generator,Perkins,65,DS572340M,27.8,good,"This borehole supply water to Qardho city, we are not able to determine exact pipe line length.",no,,25,7.5,1400,700,,Private-Public-Partnership,,,,,yes,0.026,yes,0.15,,0.5,Hodman water company,907738466,International Organisation of Migration,,"Replacement of main raising pipes.
Supplied of generator and submersible pump.",2020-06-03,"Replecement of main raising pipes and submersible pump.
Construction of wall fencing.",,,,,,,,,,,,,,,,,
2022-02-23T09:53:04.600+03:00,2022-03-27T10:00:24.263+03:00,2022-02-23,borehole,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Yusuf salad,bari,Qardho,Xingood sare; Qardho,0.4,Former Somali Government,,1980-03-01,Biyacade borehole,9.4964048 49.0751164 709.7 2.78,9.4964048,49.0751164,709.7,2.78,no,,,9,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25758794?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645823565231.jpg,yes,,yes,,18000,700,,10000,,286,gi,8,130,8,20,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,,,,3,yes,5,8,Submersible Pump,Lowara,,196,Hybrid - Solar/Generator,Perkins,45,SZYL-m330-36,17.16,fair,"1: The borehole distributes water to the Qardho town.
2: Four boreholes including this one, share on storage water tank.
3: The length of pipes is difficult to determine because this borehole distribute water to the Qardho city.
4.The yield is low
5.the solar power don't provide enough power .",no,,30.5,6.55,1800,885,,Private-Public-Partnership,,,,,yes,0.013,yes,0.15,,0.1,Hodman water company,907738466,Danish Refugee Council (Puntland),,Replacement of main raising pipes and submersible pump.,2020-06-27,"1: Installation of extra solar panels.
2: this borehole is collapsing due to that it's yield is decreasing and they asked for another borehole same location as this one.",,,,,,,,,,,,,,,,,
2022-02-23T10:44:52.131+03:00,2022-03-27T11:43:33.184+03:00,2022-02-23,borehole,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Yusuf salad,bari,Qardho,Aada,2.5,Norwegian Refugee Council,,2018-06-23,Aada 2,9.489328 49.063492 724.5 4.46,9.489328,49.063492,724.5,4.46,no,,,9,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25760116?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1648369700752.jpg,yes,,yes,,1200,400,,3500,0.25,26,pvc,8,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,150,1,2,yes,4,6,Submersible Pump,Lowara,,235,Hybrid - Solar/Generator,,,,,fair,"The yield is low.
This borehole and another two boreholes shares one storage tank.",no,,30.5,6.8,1830,920,,Private-Public-Partnership,,,,,yes,0.013,yes,0.15,,0.1,Hodman water company ,907738466,Danish Refugee Council (Puntland),,Replacement of main raising pipes and submersible pump.,2020-03-27,"1: Replacement of rusted iron distribution pipes.
2: Replacement of main raising pipes.",,,,,,,,,,,"BH depth is 26m, and pump level is 235m, please clarify?",,,,,,
2022-02-23T12:45:44.804+03:00,2022-03-27T12:15:56.048+03:00,2022-02-23,borehole,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Qardho,Harwayn,3,not_specified,Private,2016-01-23,Harwayn borehole,9.5297019 49.1097173 701.7000122070312 4.066,9.5297019,49.1097173,701.7000122,4.066,no,,,9,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25760687?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645634914152.jpg,yes,,yes,,6000,2500,,10000,8,315,pvc,8,218,12,18,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,56,Galvanised Steel,300,,2,2,yes,12,50,Submersible Pump,Lawara,,264,Hybrid - Solar/Generator,Perkins,50,,,good,,no,,33,6.6,3000,1500,,Private/Individual,,,,,yes,0.04,yes,0.1,,0.1,Cabdirisaq ismacil maxamud,905010588,Community,,Replacement of main raising pipe lines,2018-12-23,"1: Fencing.
2: Construction of extra elevated water tank
3: Electric cable which acess generator.
4: Replacement of main raising pipes and submersible pump.",,,,,,,,,,,,,,,,,
2022-02-23T07:16:05.932+03:00,2022-02-23T20:04:27.452+03:00,2022-02-23,spring,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Khadra,nugaal,Eyl,Kabaal,2.1,Adventist Development Relief Agency,,2003-01-23,Kabaal spring,8.4398286 50.2424141 -38.248138427734375 4.21,8.4398286,50.2424141,-38.24813843,4.21,no,,,0,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/24896595?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645591365429.jpg,yes,,yes,,8050,500,,5000,0,,,,,,,,,,,,,,,,,,,,,,no,6,,,,,,Concrete/Masonry tank,28,Galvanised Steel,930,1050,4,2,yes,5,30,Submersible Pump,Lowara,4.5,3,Hybrid - Solar/Generator,Parkins,45,HSPH11KH,11,fair,Needs rehabilitation,yes,Colorless and odorless,29.2,7.21,1205,595,No sampled,Communal,no,,,,yes,0.1,yes,0.07,,0.1,Siciid nur  xanaf,907635824,KAALO Relief and Development,,Construction of elevated tank,2020-12-23,"1. Rehabilitation of pipelines.
2. Rehabilitation of solar power.
3. Spring deconstruction and rehabilitation 
4. Caretaker rooms rehabilitation.
5.Generator rehabilitation. 
6. Camel animal thoughts rehabilitation.
7. Rehabilitation of kiosks.
8. Operator equipment.",,,,,,,,,,,,,,,,,
2022-02-23T09:08:40.868+03:00,2022-02-25T22:19:26.063+03:00,2022-02-23,borehole,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Yusuf Salad,bari,Qardho,Shinbiraale,0.2,Norwegian Refugee Council,,2013-12-23,Kuleejo borehole,9.5053611 49.0920081 710.4 4.666,9.5053611,49.0920081,710.4,4.666,no,,,9,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25760696?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645814748467.jpg,yes,,yes,,13200,1000,,2500,0.5,350,pvc,8,,15,20,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,16,Galvanised Steel,50,2200,1,3,yes,11,50,Submersible Pump,Lawara,,,Hybrid - Solar/Generator,Perkins,55,,,good,,no,,29,6.8,2710,1320,,Private/Individual,,,,,yes,0.013,yes,0.052,,0.065,,,International Organisation of Migration,,,2020-05-29,"Construction of elevated water tank which holds 150M3
Solar power installation 
Replacement of main raising pipes.",,,,,,,,,,,,,,,,,
2022-02-23T11:34:58.462+03:00,2022-04-18T19:58:45.726+03:00,2022-02-23,borehole,2022-02-23,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad,bari,Qardho,Qardo IDPs,1.5,not_specified,Save the children,2020-01-23,Qardo IDPs borehole,9.4831712 49.0737678 709.4 4.1,9.4831712,49.0737678,709.4,4.1,no,,,9,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26203331?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1650299177298.jpg,yes,,yes,,12000,800,,1500,1,240,pvc,8,170,12,15,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,50,PVC,,5,9,,yes,7,8,Submersible Pump,Lowara,,198,Hybrid - Solar/Generator,Oelmo,50,SLA300M,21.6,,,no,,32.4,7,2300,1172,,Communal,yes,2020-09-22,9,3,yes,0.02,,,,,Cabdarashid yusuf muse,7733238,Community_e,,"1: Replacement some of main raising pipes.
2: Replacement of submersible pump
3: Replacement of electric cable.",2022-01-23,"1: Replacement of main raising pipes.
2: Construction of animal water troughs.
3: Construction of another elevated water tank due to population.
4: Construction of fencing which protect borehole to floods.
",,,,,,,,,,,,,,,,,
2022-02-24T09:55:03.339+03:00,2022-02-24T22:51:33.631+03:00,2022-02-24,borehole,2022-02-24,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Qardho,Garihel,0.5,"Puntland Ministry of Energy, Minerals and Water",,2020-01-24,Gerihel borehole,9.2728326 49.41626 561.1 3.9,9.2728326,49.41626,561.1,3.9,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/24940819?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645686022867.jpg,yes,,yes,,30000,4000,200,45000,0.05,300,pvc,8,200,13,12,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,24,PVC,1000,500,4,2,yes,3,9,Submersible Pump,Lawara,,,Hybrid - Solar/Generator,Perkins,65,BYD400MIK-36,28,good,,no,,27.4,6.6,1400,700,,Communal,yes,2021-01-24,4,2,yes,0.001,yes,0.1,0.1,0.1,Cabdi cisman sharmarke,906002590,"Puntland Ministry of Energy, Minerals and Water",,Replacement of main raising pipes,2021-01-24,"Replacement of distribution pipe line
Extra solar panels 
Construction of caretaker room
Fencing
Construction of another animal troughs and kiosks.",,,,,,,,,,,,,,,,,
2022-02-24T14:27:31.719+03:00,2022-02-25T11:41:08.786+03:00,2022-02-24,borehole,2022-02-24,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Qardho,Adisoone,1,Norwegian Refugee Council,,2018-03-24,Adisoone borehole,9.5310823 49.2307712 671.6 4.6,9.5310823,49.2307712,671.6,4.6,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/24953316?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645777290371.jpg,yes,,yes,,36000,5000,,30000,1,270,pvc,8,,,,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,48,Galvanised Steel,400,6000,1,3,yes,4,10,Submersible Pump,Lawara,,240,Hybrid - Solar/Generator,Perkins,50,GPS-300-330,26.4,good,,no,,30.5,6.8,2500,1250,,Communal,yes,2018-11-24,3,2,yes,0.001,yes,0.1,,0.06,Cabdulahi axmed siciid,907223980,"Puntland Ministry of Energy, Minerals and Water",,Replacement of main raising pipes,2021-11-24,"Construction of extra water kiosks.
Construction of animal troughs.
Pipes from borehole to elevated water tank, now the water tank is not functioning because lack of pipes.
Fencing
Installation of extra solar panels",,,,,,,,,,,,,,,,,
2022-02-24T11:15:24.459+03:00,2022-02-26T18:32:24.799+03:00,2022-02-24,dugwell,2022-02-24,"Puntland Ministry of Energy, Minerals and Water",,Khadra,nugaal,Eyl,Badey Eyl,0.3,Norwegian Church Aid,,2021-02-24,Dug well,7.9626331 49.8442485 -26.399999618530273 4.288,7.9626331,49.8442485,-26.39999962,4.288,no,,,2,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/24992515?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645690696398.jpg,yes,,yes,,4900,,,,,,,,,,,,,12,7,yes,16,10,,2,,,,,,,,,,,,,,Concrete/Masonry tank,50,Galvanised Steel,230,700,6,0,no,,,Submersible Pump,Lowara,2,6,Hybrid - Solar/Generator,Parkins,45,PS2-1800,1.8,good,,yes,Colorless and odorless,29.3,7.51,2420,1210,No sampled,Utility/Local Authority,,,,,yes,0.3,yes,0,0,0,Mukhtaar mohamed daahir,907630043,Norwegian Church Aid,,"Construction of ground water tank
Pipeline extension and water kiosks.
Construction of caretaker room.",2021-02-24,"Older dug well reconstruction
Rehabilitation of pipelines and extensions.
Solar power rehabilitation
Rehabilitation of solar panels.",,,,,,,,,,,,,,,,,
2022-02-24T10:37:27.111+03:00,2022-02-26T18:29:49.309+03:00,2022-02-24,spring,2022-02-24,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
",nugaal,Eyl,Ildabey Eyl,0,Italian Government,,,Ildabey  Spring,7.9793394 49.8188707 14.899999618530273 4.502,7.9793394,49.8188707,14.89999962,4.502,no,,,2,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/24992679?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645688544008.jpg,yes,,yes,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,yes,16,,,,,,Other,110,Galvanised Steel,2000,2150,10,,yes,15,90,Submersible Pump,Lowara,7.5,3,Hybrid - Solar/Generator,,,,,fair,Needs rehabilitation,yes,Colorless and odorless,30.1,7.1,2550,1285,No,Utility/Local Authority,,,,,yes,0.3,no,,,,Abdirashid salad geni,907665497,not_specified,,,,"1. Rehabilitation and reconstruction of spring.
2. Drilling of new spring",,,,,,,,,,,,,,,,,
2022-02-24T11:48:41.125+03:00,2022-02-25T10:49:08.783+03:00,2022-02-24,borehole,2022-02-24,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Qardho,Jidad,0.5,Former Somali Government,,1987-07-24,Jidad borehole,9.4071044 49.5872312 563.2 4.55,9.4071044,49.5872312,563.2,4.55,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/24952828?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645732639580.jpg,yes,,yes,,12000,3500,,6000,,220,gi,8,144,4,11,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,48,Galvanised Steel,1800,2000,3,2,no,,,Submersible Pump,Lawara,,196,Hybrid - Solar/Generator,Perkins,40,,21.12,poor,The yield of water from borehole is very low.,no,,28.9,7.1,2600,1295,,Communal,yes,2010-02-25,4,4,no,,no,,,,Daauud maxamed cubayd,907738032,Danish Refugee Council (Puntland),,Replacement of pump and main raising pipes,2021-10-25,"Construction of new borehole.
Rehabilitation of kiosks and animal troughs.
Water purification.
Increasing of the borehole  yield.",,,,,,,,,,,,,,,,,
2022-02-26T11:52:34.368+03:00,2022-03-27T12:05:51.805+03:00,2022-02-26,borehole,2022-02-26,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed Muse cabdi,bari,Qardho,Xabaal reer,2,Islamic Development Bank,,2016-07-26,Xabaal reer borehole,9.8419043 49.3653397 782.5 4.1,9.8419043,49.3653397,782.5,4.1,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25760591?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645865855221.jpg,yes,,yes,,5400,4000,400,10000,,380,pvc,8,306,6,20,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,32,Galvanised Steel,1000,,1,3,yes,3,9,Submersible Pump,Lawara,,324,Hybrid - Solar/Generator,Perkins,66,SZYL-M330-36,26.4,fair,"The yield is very low.
The village has no water supply.",no,,33.4,6.9,2770,1371,,Communal,yes,2017-02-26,7,2,yes,0.001,yes,0.2,0.2,0.2,Cabdirishiid maxamud adan,907764849,Community,,Replacement of main raising pipes,2022-01-07,"1: Replacement of distribution pipe lines
2: Construction of caretaker houses and toilet
3: Fencing.
4: Construction of extra borehole.
5: Installation of extra solar panels.
6: Replacement if submersible pump.",,,,,,,,,,,,,,,,,
2022-02-26T13:45:52.383+03:00,2022-02-27T17:02:47.937+03:00,2022-02-26,borehole,2022-02-26,"Puntland Ministry of Energy, Minerals and Water",,Khadra,nugaal,Eyl,Godobjiiraan,0.2,International Committee of The Red Cross,,2016-02-26,Godobjiiraan BH 2,7.5105982 49.4165263 123.2557373046875 4.288,7.5105982,49.4165263,123.2557373,4.288,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/24993223?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645872579220.jpg,yes,,yes,,,1000,,1500,0,210,pvc,8,,12,2,,1.3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,28,Galvanised Steel,150,,1,2,no,,,Submersible Pump,,15,150,Hybrid - Solar/Generator,Parkins,35,YL365D_36b,25.5,fair,,yes,Colorless and odorless,32.6,7.33,5790,3879.3,No sampled,Communal,yes,2016-02-26,7,0,yes,,yes,0.07,,0.2,Bashir ciise axmed,907708187,Oxfam UK,,Construction of two latrines,2018-02-26,"1. Water is so hard, this borehole needs Water treatment/ drilling new borehole.
2. Construction of new kiosks.",,,,,,,,,,,,,,,,,
2022-02-26T15:28:01.785+03:00,2022-02-28T21:11:56.745+03:00,2022-02-26,borehole,2022-02-26,"Puntland Ministry of Energy, Minerals and Water",,Khadra,nugaal,Eyl,Xudun,1.5,Community,,2021-04-26,Xudun BH,7.5711089 49.2707202 213.53741455078125 3.93,7.5711089,49.2707202,213.5374146,3.93,no,,,1,rural,TRUE,FALSE,http://classic.ona.io/api/v1/files/25027649?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1645878650157.jpg,yes,,yes,,5000,10000,,15000,0,121,gi,8,,12,15,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,25,Galvanised Steel,300,,2,2,yes,20,120,Submersible Pump,Lowara,7.5,105,Generator,Parkins,35,,,poor,Under construction,yes,Colorless and odorless,32.1,7.52,490,250,No sampled,Communal,yes,2021-07-26,5,0,yes,0.1,yes,0.1,,0.1,Ahmed Khalif ciise,90742210,Community,,"Under construction ( elevated tank, kiosks, and animal thoughts)",2022-02-28,"1. Installation of solar power.
2. Needs  help with fuel.
3. Water committees training. 
4. Generator tools.
5. Fancing of borehole areas.",,,,,,,,,,,,,,,,,
